id	name	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	compartment	replacement_id	DB LINK	SMILES
acetone cyanohydrin	acetone cyanohydrin	false	NULL	NULL	NULL	c	r723	"(NCI ""131093"")$(CAS ""75-86-5"")"	C(#N)C(O)(C)C
acetylACP	acetylACP	false	NULL	NULL	NULL	c	r55	NULL	NULL
acetyl-CoA	acetyl-CoA	false	NULL	NULL	NULL	c	r726	"(CAS ""72-89-9"")$(UM-BBD-CPD ""c0031"" NIL |kawakami| 3278884159 NIL NIL)$(LIGAND-CPD ""C00024"" NIL |kawakami| 3276028395 NIL NIL)"	[CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(O)(OCC(C)(C)C(C(NCCC(=O)NCCSC(=O)C)=O)O)=O)O1)OP(O)(=O)O)(n3(cnc2(c(ncnc23)N)))
acetyl-mannuronate	acetyl-mannuronate	false	NULL	NULL	NULL	c	r727	NULL	C(=O)[CH](O)[CH](O)[CH](O)[CH](OC(=O)C)C(=O)O
acetylphosphate	acetylphosphate	false	NULL	NULL	NULL	c	r729	"(CAS ""19926-71-7"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00227"" NIL |kr| 3346617699 NIL NIL)"	CC(OP(O)(=O)O)=O
ACP	ACP	false	NULL	NULL	NULL	c	r1	NULL	NULL
acrylamide	acrylamide	false	NULL	NULL	NULL	c	r730	"(NCI ""7785"")"	C(=O)(N)C=C
acrylate	acrylate	false	NULL	NULL	NULL	c	r731	NULL	C(C=C)(O)=O
acrylonitrile	acrylonitrile	false	NULL	NULL	NULL	c	r732	"(NCI ""6362"")$(CAS ""107-13-1"")"	C(#N)C=C
acrylyl-CoA	acrylyl-CoA	false	NULL	NULL	NULL	c	r733	"(CAS ""5776-58-9"")"	[CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(OCC(C)(C)C(C(=O)NCCC(=O)NCCSC(=O)C=C)O)(=O)O)O1)OP(O)(=O)O)(n3(cnc2(c(ncnc23)N)))
adenine	adenine	false	NULL	NULL	NULL	c	r734	"(LIGAND-CPD ""C00147"" NIL |kr| 3346617701 NIL NIL)$(CAS ""73-24-5"")"	c1(c2(c(ncn1)NC=N2))N
adenosine	adenosine	false	NULL	NULL	NULL	c	r735	"(LIGAND-CPD ""C00212"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""58-61-7"")"	C3(n1(cnc2(c1ncnc(N)2)))(C(O)C(O)C(CO)O3)
adenosine 5'-phosphosulfate	adenosine 5'-phosphosulfate	false	NULL	NULL	NULL	c	r737	"(LIGAND-CPD ""C00224"" NIL |keseler| 3342475894 NIL NIL)$(PUBCHEM ""10238"" NIL |keseler| 3342475894 NIL NIL)$(CAS ""485-84-7"")"	C(OP(=O)(O)OS(=O)(=O)O)[CH]1(O[CH](C(O)C(O)1)N3(C=Nc2(c(N)ncnc23)))
"adenosine-3',5'-bisphosphate"	"adenosine-3',5'-bisphosphate"	false	NULL	NULL	NULL	c	r738	"(CAS ""1053-73-2"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00054"" NIL |kr| 3346617700 NIL NIL)"	C([CH]1(C(OP(O)(=O)O)C(O)[CH](O1)n3(c2(c(c(N)ncn2)nc3))))OP(O)(=O)O
adenosylcobinamide-GDP	adenosylcobinamide-GDP	false	NULL	NULL	NULL	c	r740	"(PUBCHEM ""5280949"" NIL |keseler| 3342456579 NIL NIL)$(LIGAND-CPD ""C06510"" NIL |keseler| 3342456579 NIL NIL)"	CC5(C%12(C(CCC(N)=O)C(C)(C)C%11(=CC%13(C(CCC(N)=O)C(C)(CC(N)=O)C%14(=C(C)C1(C(CCC(N)=O)C(C)(CC(N)=O)C%10(C)([N+]=1[Co+](CC2(OC(C(O)C(O)2)n4(cnc3(c(N)ncnc34))))(N9(C=5C(C)(CCC(=O)NC[CH](C)OP(=O)([O-])OP(=O)([O-])OC[CH]8(O[CH](n7(cnc6(c(=O)[nH]c(N)nc67)))[CH](O)C(O)8))C(CC(N)=O)[CH]9%10))([N+]%11=%12)[N+]=%13%14)))))))
adenosylcobinamide-P	adenosylcobinamide-P	false	NULL	NULL	NULL	c	r741	"(LIGAND-CPD ""C06509"" NIL |kr| 3346617700 NIL NIL)"	CC2(C1(=C(C)C6(=N5([Co+]48(N1=C(C(CCC(=O)N)2)C=C3(C(C)(C)C(CCC(=O)N)C(=N34)C(=C7(C(C([CH](C5(C(C6CCC(N)=O)(CC(=O)N)C)C)N78)CC(=O)N)(C)CCC(=O)NC[CH](OP([O-])([O-])=O)C))C))CC9(OC(C(O)C(O)9)n%11(cnc%10(c(N)ncnc%10%11)))))))CC(=O)N
adenosyl-cobyrate	adenosyl-cobyrate	false	NULL	NULL	NULL	c	r742	NULL	CC2(C1(=C(C)C6(=N5([Co+]48(N1=C(C(CCC(=O)N)2)C=C3(C(C)(C)C(CCC(=O)N)C(=N34)C(=C7(C(C([CH](C5(C(C6CCC(N)=O)(CC(=O)N)C)C)N78)CC(=O)N)(C)CCC(=O)O))C))CC9(OC(C(O)C(O)9)n%11(cnc%10(c(N)ncnc%10%11)))))))CC(=O)N
"adenosyl-cobyrinic acid a,c-diamide"	"adenosyl-cobyrinic acid a,c-diamide"	false	NULL	NULL	NULL	c	r743	NULL	CC2(C1(=C(C)C6(=N5([Co+]48(N1=C(C(CCC(=O)O)2)C=C3(C(C)(C)C(CCC(=O)O)C(=N34)C(=C7(C(C([CH](C5(C(C6CCC(O)=O)(CC(=O)N)C)C)N78)CC(=O)O)(C)CCC(=O)O))C))CC9(OC(C(O)C(O)9)n%11(cnc%10(c(N)ncnc%10%11)))))))CC(=O)N
adenylo-succinate	adenylo-succinate	false	NULL	NULL	NULL	c	r744	"(LIGAND-CPD ""C03794"" NIL |kr| 3346617699 NIL NIL)$(CAS ""19240-42-7"")"	C(OP(=O)(O)O)C1(OC(C(O)C(O)1)n3(cnc2(c(ncnc23)N[CH](CC(=O)O)C(=O)O)))
ADP	ADP	false	NULL	NULL	NULL	c	r745	"(CAS ""20398-34-9"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00008"" NIL |kr| 3346617701 NIL NIL)$(CAS ""58-64-0"")"	C(C3(C(C(C(n2(c1(c(c(ncn1)N)nc2)))O3)O)O))OP(OP(=O)(O)O)(O)=O
ADP-D-glycero-D-manno-heptose	ADP-D-glycero-D-manno-heptose	false	NULL	NULL	NULL	c	r748	"(CAS ""119-61-9"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C06397"" NIL |kr| 3346617701 NIL NIL)"	c1(ncnc2(c1N=CN2C3(C(C(C(O3)COP(OP(OC4(C(C(C(C(O4)C(O)CO)O)O)O))(=O)O)(O)=O)O)O)))N
ADP-L-glycero-D-manno-heptose	ADP-L-glycero-D-manno-heptose	false	NULL	NULL	NULL	c	r749	"(LIGAND-CPD ""C06398"" NIL |kr| 3346617701 NIL NIL)"	c1(ncnc2(c1N=CN2C3(C(C(C(O3)COP(OP(OC4(C(C(C(C(O4)C(O)CO)O)O)O))(=O)O)(O)=O)O)O)))N
agmatine	agmatine	false	NULL	NULL	NULL	c	r752	"(LIGAND-CPD ""C00179"" NIL |kr| 3346617701 NIL NIL)$(CAS ""306-60-5"")"	C(CCCN)NC(=N)N
AICAR	AICAR	false	NULL	NULL	NULL	c	r753	"(LIGAND-CPD ""C04677"" NIL |keseler| 3341780225 NIL NIL)$(CAS ""3031-94-5"")"	C([CH]2(O[CH](n1(cnc(c1N)C(N)=O))[CH]([CH]2O)O))OP(O)(=O)O
alginate	alginate	false	NULL	NULL	NULL	c	r755	"(LIGAND-CPD ""C01768"" NIL |sreddy| 3295279741 NIL NIL)$(CAS ""9005-32-7"")"	NULL
alginate[extracellular]	alginate	false	NULL	NULL	NULL	e	r756	"(LIGAND-CPD ""C01768"" NIL |sreddy| 3295279741 NIL NIL)$(CAS ""9005-32-7"")"	NULL
allantoate	allantoate	false	NULL	NULL	NULL	c	r757	"(LIGAND-CPD ""C00499"" NIL |kr| 3346617701 NIL NIL)$(CAS ""99-16-1"")"	C(C(=O)O)(NC(=O)N)NC(=O)N
allantoin_input	allantoin	true	NULL	NULL	NULL	b	r94	NULL	NULL
allantoin_drain	allantoin	true	NULL	NULL	NULL	b	r203	NULL	NULL
allantoin	allantoin	false	NULL	NULL	NULL	c	r760	"(LIGAND-CPD ""C01551"" NIL |kaipa| 3311532631 NIL NIL)$(CAS ""97-59-6"")"	C1(NC(=O)N)(C(=O)NC(=O)N1)
allantoin[extracellular]	allantoin	false	NULL	NULL	NULL	e	r761	"(LIGAND-CPD ""C01551"" NIL |kaipa| 3311532631 NIL NIL)$(CAS ""97-59-6"")"	C1(NC(=O)N)(C(=O)NC(=O)N1)
all-trans-nonaprenyl diphosphate	all-trans-nonaprenyl diphosphate	false	NULL	NULL	NULL	c	r766	NULL	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
alpha-carotene	alpha-carotene	false	NULL	NULL	NULL	c	r412	NULL	CC1(C(=C(CCC1)C)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC2(C(=CCCC2(C)C)C))C)C)C)C)C
alpha-D-galactose	alpha-D-galactose	false	NULL	NULL	NULL	c	r647	NULL	C(O)C1(OC(O)C(O)C(O)C(O)1)
alpha-D-glucose	alpha-D-glucose	false	NULL	NULL	NULL	c	r869	NULL	C1(OC(C(C(C1O)O)O)CO)O
alpha-D-glucose_1-phosphate	alpha-D-glucose 1-phosphate	false	NULL	NULL	NULL	c	r980	"(CAS ""59-56-3"")$(LIGAND-CPD ""C00103"" NIL |sreddy| 3295720539 NIL NIL)"	C(O)C1(OC(OP(=O)(O)O)C(O)C(O)C(O)1)
alpha-D-glucose 6-phosphate	alpha-D-glucose 6-phosphate	false	NULL	NULL	NULL	c	r1091	"(CAS ""56-73-5"" NIL |keseler| 3349791794 NIL NIL)$(LIGAND-CPD ""C00668"" NIL |kr| 3345587433 NIL NIL)"	C(OP(=O)(O)O)C1(OC(O)C(O)C(O)C(O)1)
alpha-D-mannose 1-phosphate	alpha-D-mannose 1-phosphate	false	NULL	NULL	NULL	c	r1202	"(LIGAND-CPD ""C03812"" NIL |kr| 3346617700 NIL NIL)$(CAS ""27251-84-9"")"	C(O)C1(OC(OP(=O)(O)O)C(O)C(O)C(O)1)
alpha-ketoglutarate_input	alpha-ketoglutarate	true	NULL	NULL	NULL	b	r89	NULL	NULL
alpha-ketoglutarate_drain	alpha-ketoglutarate	true	NULL	NULL	NULL	b	r196	NULL	NULL
alpha-ketoglutarate	alpha-ketoglutarate	false	NULL	NULL	NULL	c	r1313	"(LIGAND-CPD ""C00026"" NIL |kr| 3346617701 NIL NIL)$(CAS ""328-50-7"")"	C(O)(=O)C(=O)CCC(O)=O
alpha-ketoglutarate[extracellular]	alpha-ketoglutarate	false	NULL	NULL	NULL	e	r1423	"(LIGAND-CPD ""C00026"" NIL |kr| 3346617701 NIL NIL)$(CAS ""328-50-7"")"	C(O)(=O)C(=O)CCC(O)=O
alpha-ribazole	alpha-ribazole	false	NULL	NULL	NULL	c	r413	"(LIGAND-CPD ""C05775"" NIL |kr| 3346617700 NIL NIL)"	Cc1(c(C)cc2(n(cnc(c1)2)C3(C(C(C(O3)CO)O)O)))
alpha-ribazole-5'-P	alpha-ribazole-5'-P	false	NULL	NULL	NULL	c	r521	"(LIGAND-CPD ""C04778"" NIL |kr| 3346617699 NIL NIL)"	C1(C(C(C(O1)COP(O)(O)=O)O)O)n3(cnc2(cc(c(cc23)C)C))
aminoacetaldehyde	aminoacetaldehyde	false	NULL	NULL	NULL	c	r769	"(CAS ""452-86-8"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C06735"" NIL |kr| 3346617701 NIL NIL)"	C(N)C=O
ammonia_input	ammonia	true	NULL	NULL	NULL	b	r95	NULL	NULL
ammonia_drain	ammonia	true	NULL	NULL	NULL	b	r204	NULL	NULL
ammonia	ammonia	false	NULL	NULL	NULL	c	r771	"(CAS ""7664-41-7"")"	[NH3]
ammonia[extracellular]	ammonia	false	NULL	NULL	NULL	e	r772	"(CAS ""7664-41-7"")"	[NH3]
AMP	AMP	false	NULL	NULL	NULL	c	r773	"(LIGAND-CPD ""C00020"" NIL |kr| 3346617700 NIL NIL)$(CAS ""61-19-8"")$(NCI ""20264"")"	C(C3(C(C(C(n2(c1(c(c(ncn1)N)nc2)))O3)O)O))OP(O)(O)=O
an oxidized cytochrome c	an oxidized cytochrome c	false	NULL	NULL	NULL	c	r468	NULL	NULL
an oxidized rubredoxin	an oxidized rubredoxin	false	NULL	NULL	NULL	c	r51	NULL	NULL
an oxidized thioredoxin	an oxidized thioredoxin	false	NULL	NULL	NULL	c	r497	NULL	NULL
anthranilate	anthranilate	false	NULL	NULL	NULL	c	r780	"(LIGAND-CPD ""C00108"" NIL |kr| 3346617701 NIL NIL)$(CAS ""118-92-3"")"	C(=O)(c1(ccccc(N)1))O
apo-[acp]	apo-[acp]	false	NULL	NULL	NULL	c	r498	NULL	NULL
arsenite	arsenite	false	NULL	NULL	NULL	c	r784	"(LIGAND-CPD ""C06697"" NIL |kr| 3346617699 NIL NIL)"	O[As](O)O
asparaginyl-tRNAAsn	asparaginyl-tRNAAsn	false	NULL	NULL	NULL	c	r786	NULL	NULL
ATP_drain	ATP	true	NULL	NULL	NULL	b	r206	NULL	NULL
ATP	ATP	false	NULL	NULL	NULL	c	r787	"(LIGAND-CPD ""C00002"" NIL |kr| 3346617701 NIL NIL)$(CAS ""56-65-5"")"	C(C3(C(C(C(n2(c1(c(c(ncn1)N)nc2)))O3)O)O))OP(OP(=O)(O)OP(=O)(O)O)(O)=O
benzoate	benzoate	false	NULL	NULL	NULL	c	r793	"(CAS ""65-85-0"")"	C(c1(ccccc1))(O)=O
beta-alanine	beta-alanine	false	NULL	NULL	NULL	c	r559	"(LIGAND-CPD ""C00099"" NIL |kaipa| 3311532641 NIL NIL)$(CAS ""107-95-9"")"	C(O)(CCN)=O
beta-D-galactose	beta-D-galactose	false	NULL	NULL	NULL	c	r570	"(CAS ""33419-42-0"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C01582"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00124"" NIL |kaipa| 3311532622 NIL NIL)$(CAS ""59-23-4"")"	C(O)C1(OC(O)C(O)C(O)C(O)1)
beta-D-glucose_input	beta-D-glucose	true	NULL	NULL	NULL	b	r111	NULL	NULL
beta-D-glucose[extracellular]	beta-D-glucose	false	NULL	NULL	NULL	e	r284	NULL	NULL
beta-D-glucose	beta-D-glucose	false	NULL	NULL	NULL	c	r581	"(PUBCHEM ""64689"" NIL |keseler| 3367928962 NIL NIL)$(LIGAND-CPD ""C00031"" NIL |kr| 3346617700 NIL NIL)$(CAS ""50-99-7"")"	C(O)C1(OC(O)C(O)C(O)C(O)1)
beta-D-glucose-6-phosphate	beta-D-glucose-6-phosphate	false	NULL	NULL	NULL	c	r592	"(LIGAND-CPD ""C01172"" NIL |keseler| 3349792009 NIL NIL)"	C1(C(C(C(C(O1)COP(O)(O)=O)O)O)O)O
beta-hydroxydecanoyl-CoA	beta-hydroxydecanoyl-CoA	false	NULL	NULL	NULL	c	r796	NULL	NULL
betaine aldehyde	betaine aldehyde	false	NULL	NULL	NULL	c	r797	"(LIGAND-CPD ""C00576"" NIL |kr| 3346617700 NIL NIL)$(CAS ""7418-61-3"")"	C(=O)CN(C)(C)C
beta-ketoadipate	beta-ketoadipate	false	NULL	NULL	NULL	c	r648	"(UM-BBD-CPD ""c0100"" NIL |kawakami| 3278346108 NIL NIL)"	C(CCC(CC(=O)O)=O)(O)=O
beta-ketoadipate-enol-lactone	beta-ketoadipate-enol-lactone	false	NULL	NULL	NULL	c	r659	"(LIGAND-CPD ""C03586"" NIL |fulcher| 3349717995 NIL NIL)"	C1(CC=C(O1)CC(=O)O)(=O)
beta-ketoadipyl-CoA	beta-ketoadipyl-CoA	false	NULL	NULL	NULL	c	r670	NULL	CC(C)(COP(=O)(O)OP(OC[CH]3(O[CH](n2(cnc1(c(ncnc(N)1)2)))[CH]([CH]3OP(O)(O)=O)O))(=O)O)C(O)C(NCCC(=O)NCCSC(CC(CCC(O)=O)=O)=O)=O
BIOMASS_drain	BIOMASS	true	NULL	NULL	NULL	b	r349	NULL	NULL
BIOMASS	BIOMASS	false	NULL	NULL	NULL	c	r350	NULL	NULL
biotin	biotin	false	NULL	NULL	NULL	c	r799	"(LIGAND-CPD ""C00120"" NIL |kaipa| 3311532642 NIL NIL)$(CAS ""58-85-5"")"	C1(SC(CCCCC(=O)O)[CH]2(NC(=O)N[CH]12))
but2eACP	but2eACP	false	NULL	NULL	NULL	c	r389	NULL	NULL
butACP	butACP	false	NULL	NULL	NULL	c	r410	NULL	NULL
butyrate	butyrate	false	NULL	NULL	NULL	c	r802	"(LIGAND-CPD ""C00246"" NIL |kawakami| 3278884737 NIL NIL)$(UM-BBD-CPD ""c0035"" NIL |kawakami| 3278884659 NIL NIL)$(CAS ""107-92-6"")"	C(=O)(CCC)O
butyryl-CoA	butyryl-CoA	false	NULL	NULL	NULL	c	r805	"(LIGAND-CPD ""C00136"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""c00136"" NIL |kawakami| 3278884915 NIL NIL)$(UM-BBD-CPD ""c0023"" NIL |kawakami| 3278884489 NIL NIL)$(CAS ""2140-48-9"")"	[CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(O)(OCC(C)(C)C(C(NCCC(=O)NCCSC(=O)CCC)=O)O)=O)O1)OP(=O)(O)O)(n3(cnc2(c(ncnc23)N)))
Ca2+_input	Ca2+	true	NULL	NULL	NULL	b	r191	NULL	NULL
Ca2+	Ca2+	false	NULL	NULL	NULL	c	r809	NULL	[Ca++]
Ca2+[extracellular]	Ca2+	false	NULL	NULL	NULL	e	r810	NULL	[Ca++]
cadaverine	cadaverine	false	NULL	NULL	NULL	c	r49	NULL	NULL
canavanine	canavanine	false	NULL	NULL	NULL	c	r811	"(CAS ""543-38-4"")"	C(CC(N)C(=O)O)ONC(=N)N
canavaninosuccinate	canavaninosuccinate	false	NULL	NULL	NULL	c	r812	NULL	C(C(CCONC(=N)NC(CC(=O)O)C(=O)O)N)(O)=O
carbamoyl-phosphate	carbamoyl-phosphate	false	NULL	NULL	NULL	c	r815	"(LIGAND-CPD ""C00169"" NIL |kr| 3346617701 NIL NIL)$(CAS ""590-55-6"")"	C(N)(OP(O)(=O)O)=O
carboxynorspermidine	carboxynorspermidine	false	NULL	NULL	NULL	c	r1541	NULL	NULL
catechol	catechol	false	NULL	NULL	NULL	c	r817	"(CAS ""120-80-9"")"	c1(ccc(c(O)c1)O)
cddec5eACP	cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	false	NULL	NULL	NULL	c	r411	NULL	NULL
CDP	CDP	false	NULL	NULL	NULL	c	r819	"(LIGAND-CPD ""C00112"" NIL |kr| 3346617701 NIL NIL)$(CAS ""63-38-7"")"	c2(n(C1(C(C(C(O1)COP(OP(O)(O)=O)(O)=O)O)O))c(nc(c2)N)=O)
cdpdddecg	"CDP-1,2-didodecanoylglycerol"	false	NULL	NULL	NULL	c	r355	NULL	NULL
cdpdhdec9eg	"CDP-1,2-dihexadec-9-enoylglycerol"	false	NULL	NULL	NULL	c	r356	NULL	NULL
cdpdhdecg	"CDP-1,2-dihexadecanoylglycerol"	false	NULL	NULL	NULL	c	r357	NULL	NULL
cdpdodec11eg	"CDP-1,2-dioctadec-11-enoylglycerol"	false	NULL	NULL	NULL	c	r358	NULL	NULL
cdpdodecg	"CDP-1,2-dioctadecanoylglycerol"	false	NULL	NULL	NULL	c	r360	NULL	NULL
chloride_input	chloride	true	NULL	NULL	NULL	b	r163	NULL	NULL
chloride	chloride	false	NULL	NULL	NULL	c	r820	"(LIGAND-CPD ""C00115"" NIL |kr| 3346617699 NIL NIL)"	[Cl-]
chloride[extracellular]	chloride	false	NULL	NULL	NULL	e	r821	NULL	[Cl-]
choline_input	choline	true	NULL	NULL	NULL	b	r97	NULL	NULL
choline_drain	choline	true	NULL	NULL	NULL	b	r208	NULL	NULL
choline	choline	false	NULL	NULL	NULL	c	r823	"(CAS ""123-41-1"" NIL |keseler| 3349796746 NIL NIL)$(LIGAND-CPD ""C00114"" NIL |kr| 3346617700 NIL NIL)"	C(O)C[N+](C)(C)C
choline[extracellular]	choline	false	NULL	NULL	NULL	e	r826	"(CAS ""123-41-1"" NIL |keseler| 3349796746 NIL NIL)$(LIGAND-CPD ""C00114"" NIL |kr| 3346617700 NIL NIL)"	C(O)C[N+](C)(C)C
choline sulfate	choline sulfate	false	NULL	NULL	NULL	c	r824	NULL	C(OS(=O)(=O)[O-])C[N+](C)(C)C
choline sulfate[extracellular]	choline sulfate	false	NULL	NULL	NULL	e	r1536	NULL	C(OS(=O)(=O)[O-])C[N+](C)(C)C
choline sulfate_input	choline sulfate	true	NULL	NULL	NULL	b	r1537	NULL	C(OS(=O)(=O)[O-])C[N+](C)(C)C
choline sulfate_drain	choline sulfate	true	NULL	NULL	NULL	b	r1538	NULL	C(OS(=O)(=O)[O-])C[N+](C)(C)C
chorismate	chorismate	false	NULL	NULL	NULL	c	r827	"(CAS ""55508-12-8"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00251"" NIL |kaipa| 3311532640 NIL NIL)"	C=C(OC1(C=C(C=CC(O)1)C(=O)O))C(=O)O
"cis,cis-muconate"	"cis,cis-muconate"	false	NULL	NULL	NULL	c	r830	"(CAS ""1119-72-8"")"	C(=O)(C=CC=CC(=O)O)O
cis-aconitate	cis-aconitate	false	NULL	NULL	NULL	c	r831	"(CAS ""585-84-2"")"	C(=O)(CC(=CC(=O)O)C(O)=O)O
cis-Delta3-decenoyl-ACP	cis-Delta3-decenoyl-ACP	false	NULL	NULL	NULL	c	r828	NULL	NULL
cis-dihydrodiol derivative of phenylacetyl-CoA	cis-dihydrodiol derivative of phenylacetyl-CoA	false	NULL	NULL	NULL	c	r832	NULL	C(CC1(C(C=CC=C1)O)O)(=O)SCCNC(CCNC(C(O)C(C)(COP(=O)(OP(=O)(OCC4(OC(n2(c3(ncnc(c(nc2)3)N)))C(C(OP(O)(O)=O)4)O))O)O)C)=O)=O
citrate_input	citrate	true	NULL	NULL	NULL	b	r98	NULL	NULL
citrate_drain	citrate	true	NULL	NULL	NULL	b	r209	NULL	NULL
citrate	citrate	false	NULL	NULL	NULL	c	r834	"(LIGAND-CPD ""C00158"" NIL |kr| 3346617699 NIL NIL)$(CAS ""77-92-9"")"	C(=O)(O)CC(C(=O)O)(O)CC(=O)O
citrate[extracellular]	citrate	false	NULL	NULL	NULL	e	r835	"(LIGAND-CPD ""C00158"" NIL |kr| 3346617699 NIL NIL)$(CAS ""77-92-9"")"	C(=O)(O)CC(C(=O)O)(O)CC(=O)O
citrulline	citrulline	false	NULL	NULL	NULL	c	r837	"(LIGAND-CPD ""C00327"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""372-75-8"")"	C(O)(=O)C(N)CCCNC(N)=O
clpn120	"cardiolipin (tetradodecanoyl, n-C12:0)"	false	NULL	NULL	NULL	c	r190	NULL	NULL
clpn160	"cardiolipin (tetrahexadecanoyl, n-C16:0)"	false	NULL	NULL	NULL	c	r201	NULL	NULL
clpn161	"cardiolipin (tetrahexadec-9-enoyl, n-C16:1)"	false	NULL	NULL	NULL	c	r212	NULL	NULL
clpn180	"cardiolipin (tetraoctadecanoyl, n-C18:0)"	false	NULL	NULL	NULL	c	r224	NULL	NULL
clpn181	"cardiolipin (tetraoctadec-11-enoyl, n-C18:1)"	false	NULL	NULL	NULL	c	r235	NULL	NULL
CMP	CMP	false	NULL	NULL	NULL	c	r839	"(CAS ""84-52-6"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00055"" NIL |kr| 3346617699 NIL NIL)$(CAS ""63-37-6"")$(PUBCHEM ""6131"" NIL |hopkinso| 3317062869 NIL NIL)"	c2(n(C1(C(C(C(O1)COP(O)(O)=O)O)O))c(nc(c2)N)=O)
CMP-3-deoxy-D-manno-octulosonate	CMP-3-deoxy-D-manno-octulosonate	false	NULL	NULL	NULL	c	r840	NULL	C(C(=O)CC(C(C(C(O)COP(OCC1(OC(C(C1O)O)n2(c(nc(cc2)N)=O)))(=O)O)O)O)O)(O)=O
CO2_input	CO2	true	NULL	NULL	NULL	b	r100	NULL	NULL
CO2_drain	CO2	true	NULL	NULL	NULL	b	r210	NULL	NULL
CO2[extracellular]	CO2	false	NULL	NULL	NULL	e	r281	NULL	NULL
CO2	CO2	false	NULL	NULL	NULL	c	r843	"(LIGAND-CPD ""C00011"" NIL |kr| 3346617699 NIL NIL)$(CAS ""124-38-9"")"	C(=O)=O
Co2+[extracellular]	Co2+	false	NULL	NULL	NULL	e	r282	NULL	NULL
Co2+	Co2+	false	NULL	NULL	NULL	c	r844	"(CAS ""7440-48-4"" NIL |kr| 3346617698 NIL NIL)$(LIGAND-CPD ""C00175"" NIL |kr| 3346617698 NIL NIL)"	[Co++]
Co2+_input	Co2+_	true	NULL	NULL	NULL	b	r102	NULL	NULL
cob(I)alamin	cob(I)alamin	false	NULL	NULL	NULL	c	r845	"(LIGAND-CPD ""C00853"" NIL |kr| 3346617699 NIL NIL)$(CAS ""18534-66-2"")"	CC9(CC(=O)N)(C4(N8([Co+]126(N%11(c%12(c(N(C%10(C(O)C(OP(=O)([O-])O[CH](C)CNC(=O)CCC5(C)(C(N1[CH](C3(C)(N2=C(C(CCC(N)=O)C(CC(=O)N)(C)3)C(C)=4))C(CC(=O)N)5)=C(C)C7(C(CCC(=O)N)C(C)(C)C(N6=7)=CC=8C(CCC(=O)N)9)))C(CO)O%10))C=%11)cc(C)c(C)c%12))))))
"cob(I)yrinic acid a,c-diamide"	"cob(I)yrinic acid a,c-diamide"	false	NULL	NULL	NULL	c	r846	NULL	CC2(C1(=C(C)C6(=N5([Co+]48(N1=C(C(CCC(=O)O)2)C=C3(C(C)(C)C(CCC(=O)O)C(=N34)C(=C7(C(C([CH](C5(C(C6CCC(O)=O)(CC(=O)N)C)C)N78)CC(=O)O)(C)CCC(=O)O))C))))))CC(=O)N
"cob(II)yrinic acid a,c-diamide"	"cob(II)yrinic acid a,c-diamide"	false	NULL	NULL	NULL	c	r848	NULL	CC2(C1(=C(C)C6(=N5([Co++]48(N1=C(C(CCC(=O)O)2)C=C3(C(C)(C)C(CCC(=O)O)C(=N34)C(=C7(C(C([CH](C5(C(C6CCC(O)=O)(CC(=O)N)C)C)N78)CC(=O)O)(C)CCC(=O)O))C))))))CC(=O)N
coenzyme A	coenzyme A	false	NULL	NULL	NULL	c	r850	"(CAS ""85-61-0"")$(LIGAND-CPD ""C00010"" NIL |sreddy| 3298320400 NIL NIL)"	CC(C)(COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](N2(C=Nc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3))C(O)C(=O)NCCC(=O)NCCS
coenzyme B12_input	coenzyme B12	true	NULL	NULL	NULL	b	r99	NULL	NULL
coenzyme B12[extracellular]	coenzyme B12	false	NULL	NULL	NULL	e	r280	NULL	NULL
