id	name	equation	EC. Number	genes	LB	UB	objective_coefficient	compartment	subsystem	SBO TERM	REPLACEMENT NAME																																																																																																																																																																											
ENZRXN3EM_1220	putative beta-hydroxylase	alpha-carotene + NADPH + H+ + O2 <=> zeinoxanthin + NADP+ + H2O	1.14.99.-	1_PFLU2910	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1220																																																																																																																																																																											
ENZRXN3EM_1120__ENZRXN3EM_1373	putative enoyl-CoA hydratase/isomerase__putative enoyl-CoA hydratase/isomerase	cis-dihydrodiol derivative of phenylacetyl-CoA + coenzyme A + H2O <=> acetyl-CoA + 3-hydroxyadipyl-CoA + H+	0	1_PFLU1725;1_PFLU4396	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1120__ENZRXN3EM_1373																																																																																																																																																																											
ENZRXN3EM_803	periplasmic beta-glucosidase precursor	coumarinic acid-beta-D-glucoside + H2O <=> coumarinate + beta-D-glucose	3.2.1.21	1_PFLU1399	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_803																																																																																																																																																																											
ENZRXN3EM_1296	putative cAMP phosphodiesterase	cyclic-AMP + H2O <=> AMP	3.1.4.-	1_PFLU3573	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1296																																																																																																																																																																											
ENZRXN3EM_657	putative aminopeptidase N	Cys-Gly + H2O <=> L-cysteine + glycine	3.4.11.2	1_PFLU2681	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_657																																																																																																																																																																											
ENZRXN3EM_1711	2-keto-4-hydroxyglutarate aldolase	D-4-hydroxy-2-keto-glutarate <=> glyoxylate + pyruvate	4.1.3.16	1_PFLU4836	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1711																																																																																																																																																																											
ENZRXN3EM_987	D-cysteine desulfhydrase	D-cysteine + H2O <=> ammonia + pyruvate + hydrogen sulfide	4.4.1.15	1_PFLU0247	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_987																																																																																																																																																																											
ENZRXN3EM_1122	putative deoxyguanosinetriphosphate triphosphohydrolase	dGTP + H2O => PPPi + deoxyguanosine	3.1.5.1	1_PFLU1742	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1122																																																																																																																																																																											
ENZRXN3EM_0	NudH / YgdP; dinucleoside pentaphosphate hydrolase	diadenosine pentaphosphate + H2O <=> ADP + ATP	3.6.1.-	1_PFLU5820	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_0																																																																																																																																																																											
ENZRXN3EM_345	inositol monophosphatase	D-myo-inositol (3)-monophosphate + H2O <=> myo-inositol + phosphate	3.1.3.25	1_PFLU5072	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_345																																																																																																																																																																											
ENZRXN3EM_1399__ENZRXN3EM_319__ENZRXN3EM_385__ENZRXN3EM_457__ENZRXN3EM_477	ribosomal large subunit pseudouridine synthase C__tRNA pseudouridine synthase B__ribosomal large subunit pseudouridine synthase B__ribosomal large subunit pseudouridine synthase A__pseudouridylate synthase I	D-ribose-5-phosphate + uracil <=> pseudouridine 5'-phosphate + H2O	4.2.1.70	1_PFLU4713;1_PFLU5251;1_PFLU4874;1_PFLU4372;1_PFLU4189	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1399__ENZRXN3EM_319__ENZRXN3EM_385__ENZRXN3EM_457__ENZRXN3EM_477																																																																																																																																																																											
ENZRXN3EM_792	probable alcohol dehydrogenase	ethanol + NAD+ => acetaldehyde + NADH + H+	1.1.1.1	1_PFLU1412	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_792																																																																																																																																																																											
ENZRXN3EM_702	"2,5-diketo-D-gluconic acid reductase B"	ethyl-2-methylacetoacetate + NADPH + H+ <=> ethyl-(2R)-methyl-(3S)-hydroxybutanoate + NADP+	1.1.1.274	1_PFLU2183	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_702																																																																																																																																																																											
ENZRXN3EM_1009__ENZRXN3EM_1413	peptide deformylase__peptide deformylase	formyl-L-methionyl peptide + H2O <=> methionyl peptide + formate	3.5.1.88	1_PFLU0018;1_PFLU4825	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1009__ENZRXN3EM_1413																																																																																																																																																																											
ENZRXN3EM_1394	putative gamma-butyrobetaine dioxygenase	gamma-butyrobetaine + alpha-ketoglutarate + O2 => L-carnitine + CO2 + succinate	1.14.11.1	1_PFLU4654	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1394																																																																																																																																																																											
ENZRXN3EM_811	glutaconate CoA-transferase subunit B	glutaconate + acetyl-CoA <=> glutaconyl-CoA + acetate	2.8.3.12	1_PFLU1364	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_811																																																																																																																																																																											
ENZRXN3EM_1123	putative molybdopterin-guanine dinucleotide biosynthesis protein A	GTP + molybdopterin <=> molybdopterin guanine dinucleotide + diphosphate	NULL	1_PFLU1753	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1123																																																																																																																																																																											
ENZRXN3EM_919__ENZRXN3EM_999	carbonic anhydrase__carbonic anhydrase 1	H2CO3 <=> CO2 + H2O	4.2.1.1	1_PFLU0686;1_PFLU0055	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_919__ENZRXN3EM_999																																																																																																																																																																											
ENZRXN3EM_2	"AtuC, geranyl-CoA carboxylase"	HCO3- + geranoyl-coA + ATP => 3-(4-methylpent-3-en-1-yl)-pent-2-enedioyl-CoA + phosphate + ADP	6.4.1.5	1_PFLU4394	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_2																																																																																																																																																																											
MVRXN_275__MVRXN_276	Carbonic anhydrase; bicarbonate reaction__Carbonic anhydrase; bicarbonate reaction	HCO3- + H+ <=> H2O + CO2	4.2.1.1	1_PFLU0686;1_PFLU0055	NULL	NULL	NULL	c	Other	NULL	MVRXN_275__MVRXN_276																																																																																																																																																																											
ENZRXN3EM_1217__ENZRXN3EM_1274__ENZRXN3EM_1288__ENZRXN3EM_1309__ENZRXN3EM_1362	putative isochorismatase__hypothetical isochorismatase family protein__putative isochorismatase family protein__putative isochorismatase__putative isochorismatase	"isochorismate + H2O => pyruvate + 2,3-dihydro-2,3-dihydroxybenzoate"	3.3.2.1	1_PFLU2796;1_PFLU3312;1_PFLU3491;1_PFLU3702;1_PFLU4342	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1217__ENZRXN3EM_1274__ENZRXN3EM_1288__ENZRXN3EM_1309__ENZRXN3EM_1362																																																																																																																																																																											
ENZRXN3EM_1391	para-aminobenzoate synthase component I	L-glutamine + chorismate <=> L-glutamate + p-aminobenzoate + pyruvate	NULL	1_PFLU4637	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1391																																																																																																																																																																											
ENZRXN3EM_435	putative xanthine dehydrogenase large subunit	"L-gulono-1,4-lactone + NADP+ <=> D-glucuronolactone + NADPH + H+"	1.1.1.20	1_PFLU4593	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_435																																																																																																																																																																											
ENZRXN3EM_801	periplasmic beta-glucosidase precursor	linamarin + H2O <=> acetone cyanohydrin + beta-D-glucose	3.2.1.21	1_PFLU1399	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_801																																																																																																																																																																											
MVRXN_148	Malonate decarboxylase	malonate + H+ => acetate + CO2	4.1.1.88	1_PFLU5743:1_PFLU5742:1_PFLU5741:1_PFLU5740:1_PFLU5739:1_PFLU5738:1_PFLU5737	NULL	NULL	NULL	c	Other	NULL	MVRXN_148																																																																																																																																																																											
ENZRXN3EM_921	omega-amino acid--pyruvate aminotransferase	malonate semialdehyde + L-alanine <=> beta-alanine + pyruvate	2.6.1.18	1_PFLU0675	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_921																																																																																																																																																																											
ENZRXN3EM_543__ENZRXN3EM_692	malonate-semialdehyde dehydrogenase__malonate-semialdehyde dehydrogenase	malonate semialdehyde + NAD+ + coenzyme A => CO2 + acetyl-CoA + NADH + H+	1.2.1.18	1_PFLU0676;1_PFLU5203	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_543__ENZRXN3EM_692																																																																																																																																																																											
ENZRXN3EM_970	glycogen phosphorylase	maltotetraose + phosphate => maltotriose + alpha-D-glucose_1-phosphate	2.4.1.1	1_PFLU0352	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_970																																																																																																																																																																											
ENZRXN3EM_3421	amylomaltase	maltotriose + maltose <=> maltotetraose + beta-D-glucose	2.4.1.25	1_PFLU3366	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_3421																																																																																																																																																																											
ENZRXN3EM_1277	putative morphinone reductase	morphine + NADP+ => morphinone + NADPH + H+	1.1.1.218	1_PFLU3335	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1277																																																																																																																																																																											
ENZRXN3EM_671	myo-inositol 2-dehydrogenase	myo-inositol + NAD+ <=> 2-keto-myo-inositol + NADH + H+	1.1.1.18	1_PFLU2580	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_671																																																																																																																																																																											
ENZRXN3EM_210	putative aldehyde dehydrogenase	N-acetyl-4-aminobutanal + NAD+ + H2O => N-acetyl-4-aminobutyrate + NADH + H+	1.2.1.3	1_PFLU5976	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_210																																																																																																																																																																											
ENZRXN3EM_1438__ENZRXN3EM_522__ENZRXN3EM_531__ENZRXN3EM_717__ENZRXN3EM_76__ENZRXN3EM_904__ENZRXN3EM_908	FKBP-type peptidyl-prolyl cis-trans isomerase__peptidyl-prolyl cis-trans isomerase__peptidyl-prolyl cis-trans isomerase B__FKBP-type peptidyl-prolyl cis-trans isomerase__PpiA; peptidyl-prolyl cis-trans isomerase A__probable FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase__peptidyl-prolyl cis-trans isomerase	peptidylproline (omega = 180) <=> peptidylproline (omega = 0)	5.2.1.8	1_PFLU5175;1_PFLU3925;1_PFLU3873;1_PFLU2027;1_PFLU4533;1_PFLU0770;1_PFLU0764	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1438__ENZRXN3EM_522__ENZRXN3EM_531__ENZRXN3EM_717__ENZRXN3EM_76__ENZRXN3EM_904__ENZRXN3EM_908																																																																																																																																																																											
ENZRXN3EM_947	bifunctional PutA protein	pyrroline-hydroxy-carboxylate + NAD+ + 2 H2O <=> L-erythro-4-hydroxy-glutamate + NADH + H+	1.5.1.12	1_PFLU0451	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_947																																																																																																																																																																											
ENZRXN3EM_1312	putative arsenate reductase	ribose-1-arsenate + dihydrolipoate <=> D-ribose + arsenite + lipoate	NULL	1_PFLU3782	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1312																																																																																																																																																																											
ENZRXN3EM_665	putative hydroxyacylglutathione hydrolase	S-lactoyl-glutathione + H2O <=> glutathione + D-lactate	3.1.2.6	1_PFLU2643	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_665																																																																																																																																																																											
ENZRXN3EM_626	lactoylglutathione lyase	S-lactoyl-glutathione <=> methylglyoxal + glutathione	4.4.1.5	1_PFLU2991	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_626																																																																																																																																																																											
ENZRXN3EM_1097	beta-ketoadipyl CoA thiolase	succinyl-CoA + acetyl-CoA => beta-ketoadipyl-CoA + coenzyme A	2.3.1.174	1_PFLU1365	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_1097																																																																																																																																																																											
ENZRXN3EM_498	putative tartrate dehydrogenase	tartrate + NAD+ <=> 2-hydroxy-3-oxosuccinate + NADH + H+	1.1.1.93	1_PFLU4038	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_498																																																																																																																																																																											
ENZRXN3EM_291	trans-aconitate 2-methyltransferase	trans-aconitate + S-adenosyl-L-methionine <=> (E)-3-(methoxycarbonyl)pent-2-enedioate + S-adenosyl-L-homocysteine	2.1.1.144	1_PFLU5494	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_291																																																																																																																																																																											
ENZRXN3EM_3838	UDP-glucose 4-epimerase	UDP-D-glucose <=> UDP-galactose	5.1.3.2	1_PFLU0483	NULL	NULL	NULL	c	Other	NULL	ENZRXN3EM_3838																																																																																																																																																																											
ENZRXN3EM_1025__ENZRXN3EM_441__ENZRXN3EM_715	cytochrome C oxidase__cytochrome C oxidase__ cytochrome C oxidase	2 a reduced cytochrome c + 0.5 O2 + 4 EnergyH+ => 2 an oxidized cytochrome c + H2O + 4 EnergyH+[extracellular]	1.9.3.1	1_PFLU0058:1_PFLU0060:1_PFLU0061:1_PFLU0059;1_PFLU4556:1_PFLU4555:1_PFLU4554:1_PFLU4553;1_PFLU4561:1_PFLU4558:1_PFLU4559:1_PFLU4560	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_1025__ENZRXN3EM_441__ENZRXN3EM_715																																																																																																																																																																											
ENZRXN3EM_894	ubiquinol-cytochrome C reductase	2 an oxidized cytochrome c + ubiquinol-8 => 2 a reduced cytochrome c + ubiquinone-8	1.10.2.2	1_PFLU0841:1_PFLU0843:1_PFLU0842	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_894																																																																																																																																																																											
ENZRXN3EM_1128	cytochrome D / ubiquinol oxidase	2 EnergyH+ + ubiquinol-8 + 0.5 O2 => ubiquinone-8 + H2O + 2 EnergyH+[extracellular]	1.10.2.-	1_PFLU1901:1_PFLU1900	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_1128																																																																																																																																																																											
ENZRXN3EM_535	NADH dehydrogenase	2 EnergyH+ + ubiquinone-8 + NADH + H+ => ubiquinol-8 + NAD+ + 2 EnergyH+[extracellular]	1.6.5.3	1_PFLU3820:1_PFLU3821:1_PFLU3822:1_PFLU3825:1_PFLU3826:1_PFLU3827:1_PFLU3829:1_PFLU3823:1_PFLU3830:1_PFLU3818:1_PFLU3819:1_PFLU3824:1_PFLU3828	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_535																																																																																																																																																																											
ENZRXN3EM_1445__ENZRXN3EM_3	CioAB; cyanide-insensitive cytochrome/quinol oxidase__cytochrome O / ubiqiuinol oxidase	2.5 EnergyH+ + ubiquinol-8 + 0.5 O2 => ubiquinone-8 + H2O + 2.5 EnergyH+[extracellular]	1.9.3.1	1_PFLU5345:1_PFLU5346;1_PFLU5139:1_PFLU5140:1_PFLU5138:1_PFLU5137:1_PFLU5136	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_1445__ENZRXN3EM_3																																																																																																																																																																											
ENZRXN3EM_1471	putative polyphosphate kinase	ATP + diphosphate <=> ADP + PPPi	2.7.4.1	1_PFLU5912	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_1471																																																																																																																																																																											
ENZRXN3EM_661	pyruvate dehydrogenase [cytochrome]	pyruvate + 2 an oxidized cytochrome c + H2O => acetate + CO2 + 2 a reduced cytochrome c + 2 H+	1.2.2.2	1_PFLU2653	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_661																																																																																																																																																																											
ENZRXN3EM_107	succinate dehydrogenase	succinate + ubiquinone-8 => fumarate + ubiquinol-8	1.3.5.1	1_PFLU1817:1_PFLU1816:1_PFLU1818:1_PFLU1819	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_107																																																																																																																																																																											
ENZRXN3EM_69	NADH dehydrogenase II	ubiquinone-8 + NADH + H+ => ubiquinol-8 + NAD+	1.6.5.3	1_PFLU0783	NULL	NULL	NULL	c	Oxidative Phosphorylation	NULL	ENZRXN3EM_69																																																																																																																																																																											
ENZRXN3EM_326__ENZRXN3EM_1105__ENZRXN3EM_612	acetolactate synthase isozyme__putative acetolactate synthase large subunit__putative acetohydroxyacid synthase	2 pyruvate => 2-acetolactate + CO2	2.2.1.6	1_PFLU5220:1_PFLU5219;1_PFLU1503;1_PFLU3087	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_326__ENZRXN3EM_1105__ENZRXN3EM_612																																																																																																																																																																											
ENZRXN3EM_237__ENZRXN3EM_1180	dihydroxy-acid dehydratase__putative dihydroxy-acid dehydratase	"2,3-dihydroxy-isovalerate => 2-keto-isovalerate + H2O"	4.2.1.9	1_PFLU5797;1_PFLU2367	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_237__ENZRXN3EM_1180																																																																																																																																																																											
MVRXN_261	Spontaneous: 2-acetolactate to diacetyl	2-acetolactate => CO2 + diacetyl	NULL	NULL	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	MVRXN_261																																																																																																																																																																											
ENZRXN3EM_1118__ENZRXN3EM_373	putative 2-dehydropantoate 2-reductase__2-dehydropantoate 2-reductase	2-dehydropantoate + NADPH + H+ => L-pantoate + NADP+	1.1.1.169	1_PFLU1707;1_PFLU4928	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_1118__ENZRXN3EM_373																																																																																																																																																																											
ENZRXN3EM_1441	3-methyl-2-oxobutanoate hydroxymethyltransferase	"2-keto-isovalerate + 5,10-methylene-THF + H2O => 2-dehydropantoate + tetrahydrofolate"	2.1.2.11	1_PFLU5241	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_1441																																																																																																																																																																											
ENZRXN3EM_503__ENZRXN3EM_35	N-carbamoyl-L-amino acid hydrolase__AmaB; N-carbamoyl-L-amino acid amidohydrolase	3-ureidopropionate + H2O => ammonia + CO2 + beta-alanine	3.5.1.87	1_PFLU3987;1_PFLU3940	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_503__ENZRXN3EM_35																																																																																																																																																																											
MVRXN_274	PcpS; phosphopanteinyl transferase	"apo-[acp] + coenzyme A => ACP + H+ + adenosine-3',5'-bisphosphate"	2.7.8.7	1_PFLU4722	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	MVRXN_274																																																																																																																																																																											
ENZRXN3EM_1442	pantoate--beta-alanine ligase	beta-alanine + L-pantoate + ATP => pantothenate + diphosphate + AMP	6.3.2.1	1_PFLU5242	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_1442																																																																																																																																																																											
ENZRXN3EM_205	coenzyme A biosynthesis bifunctional protein	D-4'-phosphopantothenate + L-cysteine + CTP => R-4'-phosphopantothenoyl-L-cysteine + diphosphate + CMP	6.3.2.5	1_PFLU5983	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_205																																																																																																																																																																											
ENZRXN3EM_41	MdcB; 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	dephospho-CoA + ATP <=> 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA + adenine	2.7.8.25	1_PFLU5742	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_41																																																																																																																																																																											
ENZRXN3EM_900	dephospho-CoA kinase	dephospho-CoA + ATP => ADP + coenzyme A	2.7.1.24	1_PFLU0789	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_900																																																																																																																																																																											
ENZRXN3EM_520	putative D-hydantoinase	dihydrouracil + H2O => 3-ureidopropionate	3.5.2.2	1_PFLU3942	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_520																																																																																																																																																																											
ENZRXN3EM_50	PydA; dihydropyrimidine dehydrogenase	dihydrouracil + NADP+ <=> uracil + NADPH + H+	1.3.1.2	1_PFLU3944	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_50																																																																																																																																																																											
ENZRXN3EM_241	phosphopantetheine adenylyltransferase	pantetheine 4'-phosphate + ATP => dephospho-CoA + diphosphate	2.7.7.3	1_PFLU5791	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_241																																																																																																																																																																											
ENZRXN3EM_1526	pantothenate kinase	pantothenate + ATP => D-4'-phosphopantothenate + ADP	2.7.1.33	1_PFLU5542	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_1526																																																																																																																																																																											
ENZRXN3EM_1528	4'-phosphopantothenoylcysteine decarboxylase	R-4'-phosphopantothenoyl-L-cysteine => pantetheine 4'-phosphate + CO2	4.1.1.36	1_PFLU5983	NULL	NULL	NULL	c	Pantothenate and CoA Biosynthesis	NULL	ENZRXN3EM_1528																																																																																																																																																																											
ENZRXN3EM_655	"putative 6-phosphogluconate dehydrogenase, decarboxylating"	6-phospho-D-gluconate + NADP+ => D-ribulose-5-phosphate + CO2 + NADPH + H+	1.1.1.44	1_PFLU2691	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_655																																																																																																																																																																											
ENZRXN3EM_323	glucose-6-phosphate isomerase	alpha-D-glucose 6-phosphate <=> fructose-6-phosphate	5.3.1.9	1_PFLU5243	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_323																																																																																																																																																																											
ENZRXN3EM_1299__ENZRXN3EM_251__ENZRXN3EM_571	putative transketolase__transketolase 1__transketolase	D-erythrose-4-phosphate + D-xylulose-5-phosphate <=> fructose-6-phosphate + D-glyceraldehyde-3-phosphate	2.2.1.1	1_PFLU3599;1_PFLU5707;1_PFLU3724	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_1299__ENZRXN3EM_251__ENZRXN3EM_571																																																																																																																																																																											
ENZRXN3EM_1311__ENZRXN3EM_771	putative transaldolase B__transaldolase B	D-glyceraldehyde-3-phosphate + D-sedoheptulose-7-phosphate <=> fructose-6-phosphate + D-erythrose-4-phosphate	2.2.1.2	1_PFLU3732;1_PFLU1585	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_1311__ENZRXN3EM_771																																																																																																																																																																											
ENZRXN3EM_1298__ENZRXN3EM_250__ENZRXN3EM_570	putative transketolase__transketolase 1__transketolase	D-ribose-5-phosphate + D-xylulose-5-phosphate <=> D-sedoheptulose-7-phosphate + D-glyceraldehyde-3-phosphate	2.2.1.1	1_PFLU3599;1_PFLU5707;1_PFLU3724	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_1298__ENZRXN3EM_250__ENZRXN3EM_570																																																																																																																																																																											
ENZRXN3EM_232	ribose-5-phosphate isomerase A	D-ribose-5-phosphate <=> D-ribulose-5-phosphate	5.3.1.6	1_PFLU5824	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_232																																																																																																																																																																											
ENZRXN3EM_278	ribulose-phosphate 3-epimerase	D-ribulose-5-phosphate <=> D-xylulose-5-phosphate	5.1.3.1	1_PFLU5563	NULL	NULL	NULL	c	Pentose Phosphate Pathway	NULL	ENZRXN3EM_278																																																																																																																																																																											
ENZRXN3EM_918__ENZRXN3EM_869	D-alanine--D-alanine ligase A__D-alanine--D-alanine ligase B	2 D-alanine + ATP => D-alanyl-D-alanine + phosphate + ADP	6.3.2.4	1_PFLU0706;1_PFLU0949	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	ENZRXN3EM_918__ENZRXN3EM_869																																																																																																																																																																											
MVRXN_68	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase"	"D-alanyl-D-alanine + ATP + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate => ADP + H+ + phosphate + ugmda"	6.3.2.15	1_PFLU0943	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	MVRXN_68																																																																																																																																																																											
MVRXN_67	undecaprenyl-diphosphatase	H2O + undecaprenyl diphosphate => H+ + phosphate + undecaprenyl phosphate	3.6.1.27	1_PFLU2809	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	MVRXN_67																																																																																																																																																																											
MVRXN_64	Peptidoglycan subunit synthesis P.putida KT2440	uaagmda => H+ + peptido_kt + undecaprenyl diphosphate	2.4.1.129	1_PFLU5223	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	MVRXN_64																																																																																																																																																																											
MVRXN_66	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	UDP-N-acetyl-D-glucosamine + uagmda => H+ + uaagmda + UDP	2.4.1.227	1_PFLU0947	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	MVRXN_66																																																																																																																																																																											
ENZRXN3EM_876	"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase"	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate + meso-diaminopimelate + ATP => UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate + phosphate + ADP"	6.3.2.13	1_PFLU0942	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	ENZRXN3EM_876																																																																																																																																																																											
MVRXN_63	"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)"	undecaprenyl phosphate + ugmda => uagmda + UMP	2.7.8.13	1_PFLU0944	NULL	NULL	NULL	c	Peptidoglycan Biosynthesis 	NULL	MVRXN_63																																																																																																																																																																											
ENZRXN3EM_282	indole-3-glycerol phosphate synthase	1-(o-carboxyphenylamino)-1'-deoxyribulose-5'-phosphate => indole-3-glycerol-phosphate + CO2 + H2O	4.1.1.48	1_PFLU5558	NULL	NULL	NULL	c	Phenylalanine Tyrosine Tryptophan Biosynthesis	NULL	ENZRXN3EM_282																																																																																																																																																																											
ENZRXN3EM_307__ENZRXN3EM_923__ENZRXN3EM_1354	3-dehydroquinate dehydratase__3-dehydroquinate dehydratase__putative dehydroquinate dehydratase	3-dehydroquinate <=> 3-dehydro-shikimate + H2O	4.2.1.10	1_PFLU5364;1_PFLU0619;1_PFLU4274	NULL	NULL	NULL	c	Phenylalanine Tyrosine Tryptophan Biosynthesis	NULL	ENZRXN3EM_307__ENZRXN3EM_923__ENZRXN3EM_1354																																																																																																																																																																											
ENZRXN3EM_959	3-dehydroquinate synthase	3-deoxy-D-arabino-heptulosonate-7-phosphate => 3-dehydroquinate + phosphate	4.2.3.4	1_PFLU0412	NULL	NULL	NULL	c	Phenylalanine Tyrosine Tryptophan Biosynthesis	NULL	ENZRXN3EM_959																																																																																																																																																																											
ENZRXN3EM_459	chorismate synthase	5-enolpyruvyl-shikimate-3-phosphate => phosphate + chorismate	4.2.3.5	1_PFLU4338	NULL	NULL	NULL	c	Phenylalanine Tyrosine Tryptophan Biosynthesis	NULL	ENZRXN3EM_459																																																																																																																																																																											
ENZRXN3EM_281	anthranilate phosphoribosyltransferase (ec 2.4.2.18)	anthranilate + 5-phosphoribosyl 1-pyrophosphate => N-(5'-phosphoribosyl)-anthranilate + diphosphate	2.4.2.18	1_PFLU5559	NULL	NULL	NULL	c	Phenylalanine Tyrosine Tryptophan Biosynthesis	NULL	ENZRXN3EM_281																																																																																																																																																																											
